1.372,4.282,7.321,10.243,12.286,13.158,13.070,12.252,11.039,9.752,8.657,7.976,7.558,7.008,6.291,5.649,5.064,4.371,3.612,3.021,2.875,3.273,4.079,5.149,6.427,7.977,9.986,12.686,16.349,21.171,27.182,34.150,41.395,47.848,52.810,56.296,58.378,58.936,58.018,55.784,52.348,47.782,42.053,35.212,27.567,19.634,11.884,4.846,-0.280,-2.111,-0.796
1.717,3.243,5.758,9.011,11.876,13.235,13.150,12.230,10.976,9.872,9.172,8.777,8.581,8.616,8.825,9.036,8.990,8.562,8.205,8.474,9.121,9.623,9.849,10.043,10.686,12.009,14.082,17.232,21.580,26.942,33.263,40.195,46.942,52.721,56.758,58.567,58.456,57.101,54.898,51.925,48.089,43.307,37.441,30.445,22.661,14.811,7.803,2.627,0.120,0.356,2.370
-0.103,2.471,4.826,6.776,8.218,8.971,9.102,8.930,8.657,8.258,7.635,6.803,5.827,4.792,3.793,2.926,2.231,1.686,1.219,0.788,0.426,0.269,0.578,1.653,3.623,6.416,9.959,14.275,19.385,25.313,31.993,39.117,46.130,52.534,57.996,62.226,64.859,65.676,64.646,61.955,57.882,52.619,46.182,38.592,30.066,21.093,12.446,5.139,0.228,-1.642,-0.782
2.358,3.979,6.427,8.913,10.924,12.203,12.708,12.570,12.019,11.319,10.632,10.002,9.435,8.925,8.387,7.706,6.850,5.841,4.745,3.702,2.881,2.394,2.314,2.695,3.618,5.179,7.396,10.254,13.847,18.342,23.739,29.835,36.456,43.434,50.319,56.326,60.749,63.334,64.189,63.461,61.226,57.496,52.382,46.068,38.667,30.263,21.261,12.511,5.208,0.515,-1.051
6.268,7.591,10.881,15.038,18.092,19.993,21.658,22.531,22.527,22.121,21.663,21.056,20.237,19.153,17.997,17.087,16.390,15.813,15.604,15.744,16.105,17.031,18.561,20.239,22.139,24.034,25.611,27.336,29.774,32.607,35.595,39.398,44.270,49.530,54.001,56.730,57.341,56.121,52.734,47.107,40.405,34.292,29.561,25.499,21.258,16.598,12.189,8.884,6.906,5.890,5.926
6.039,8.066,10.783,14.258,16.866,18.580,19.642,19.654,19.178,18.758,18.644,18.485,18.223,18.020,17.914,17.742,17.409,17.074,16.971,17.111,17.506,18.285,19.680,21.542,23.744,26.369,29.430,33.002,36.989,41.302,45.615,49.908,53.589,55.898,56.516,55.631,53.229,49.344,45.104,41.415,37.801,33.928,29.514,24.517,19.227,14.020,9.256,5.252,2.614,2.106,3.628
12.425,13.964,16.280,18.596,20.200,20.938,20.971,20.346,19.062,17.326,15.550,14.081,12.990,12.111,11.253,10.405,9.677,9.111,8.707,8.509,8.502,8.575,8.707,9.024,9.702,10.940,12.881,15.552,19.032,23.533,29.206,35.783,42.456,48.236,52.473,55.018,56.028,55.723,54.272,51.783,48.342,44.003,38.866,33.160,27.216,21.365,15.971,11.581,8.865,8.181,9.209
7.822,10.193,13.248,15.998,17.849,18.857,19.374,19.541,19.402,18.971,18.155,17.029,15.840,14.725,13.714,12.848,12.164,11.546,10.806,10.007,9.457,9.366,9.724,10.489,11.730,13.486,15.717,18.495,21.958,26.161,31.140,36.828,42.832,48.445,52.828,55.418,56.169,55.333,53.179,49.895,45.587,40.414,34.703,28.812,22.970,17.434,12.661,9.242,7.696,8.140,10.000
1.159,3.981,7.993,12.482,16.496,19.300,21.224,22.677,23.531,23.788,23.679,23.186,22.133,20.606,19.003,17.623,16.575,15.822,15.203,14.653,14.241,14.143,14.584,15.501,16.701,18.305,20.447,23.110,26.603,31.372,37.214,43.619,50.157,56.243,61.164,64.563,66.448,67.031,66.583,65.105,62.337,58.292,53.161,46.942,39.459,30.779,21.594,12.956,6.084,2.276,2.022
1.873,5.052,8.190,11.143,13.502,14.942,15.750,16.306,16.708,16.945,17.090,17.306,17.705,18.254,18.842,19.349,19.721,19.919,19.851,19.670,19.729,20.146,20.887,21.997,23.429,25.035,26.788,28.979,31.981,35.875,40.528,45.794,51.346,56.470,60.374,62.709,63.687,63.685,62.742,60.728,57.670,53.638,48.595,42.507,35.390,27.364,18.826,10.595,3.715,-0.706,-1.943
9.413,11.918,14.282,16.213,17.792,19.079,19.945,20.406,20.765,21.202,21.471,21.227,20.348,18.851,16.875,14.801,13.098,11.975,11.321,10.958,10.872,11.101,11.559,12.128,12.927,14.255,16.298,19.081,22.677,27.232,32.741,39.004,45.742,52.548,58.728,63.429,66.102,66.759,65.776,63.508,60.063,55.377,49.406,42.295,34.425,26.470,19.362,14.064,11.184,10.726,12.158
12.795,16.305,19.685,22.591,24.651,25.915,26.632,26.736,26.047,24.684,22.984,21.187,19.384,17.658,16.111,14.786,13.685,12.869,12.428,12.322,12.386,12.504,12.708,13.140,13.979,15.374,17.415,20.224,23.985,28.803,34.591,41.091,47.910,54.493,60.123,64.139,66.245,66.523,65.235,62.671,59.089,54.651,49.421,43.440,36.818,29.911,23.403,18.133,14.817,13.852,15.049
1.744,5.505,10.013,14.629,18.316,20.340,20.995,21.030,20.710,19.823,18.420,16.927,15.480,13.907,12.217,10.606,9.160,7.838,6.718,5.881,5.354,5.236,5.728,6.978,9.009,11.763,15.200,19.258,23.728,28.419,33.430,39.043,45.113,50.833,55.280,58.087,59.379,59.358,58.122,55.722,52.102,47.227,41.345,34.838,27.754,19.981,11.694,3.712,-2.379,-4.968,-3.700
0.294,3.966,9.296,14.666,18.786,21.250,22.255,22.202,21.625,20.856,19.796,18.408,16.896,15.257,13.399,11.442,9.581,7.982,6.645,5.450,4.490,4.048,4.192,4.862,6.165,8.377,11.636,15.765,20.274,24.909,30.056,36.393,43.771,50.776,55.921,58.844,59.909,59.351,57.232,54.091,50.423,46.051,40.790,34.748,27.898,20.212,12.003,4.152,-1.590,-3.285,-0.752
2.628,4.802,7.388,9.836,11.786,13.073,13.706,13.775,13.409,12.745,11.896,10.917,9.877,8.878,7.987,7.212,6.562,6.048,5.634,5.258,4.934,4.774,4.934,5.573,6.863,8.990,12.073,16.105,20.989,26.591,32.696,38.947,44.882,50.052,54.104,56.862,58.328,58.564,57.585,55.387,52.014,47.588,42.305,36.413,30.169,23.869,17.931,12.950,9.552,8.134,8.608
7.733,9.453,12.055,14.790,17.086,18.637,19.366,19.372,18.898,18.212,17.432,16.539,15.546,14.570,13.755,13.173,12.799,12.537,12.261,11.849,11.254,10.625,10.302,10.614,11.725,13.701,16.630,20.568,25.465,31.214,37.673,44.471,50.913,56.305,60.337,63.021,64.367,64.286,62.740,59.814,55.617,50.234,43.784,36.511,28.827,21.286,14.529,9.218,5.881,4.633,5.046
6.168,8.176,12.528,17.921,22.001,23.766,24.348,24.722,24.778,24.045,22.628,21.121,19.952,18.825,17.512,16.375,15.393,14.454,13.556,12.633,11.573,10.878,11.096,12.460,15.055,18.855,23.674,29.432,36.115,43.433,51.112,58.253,64.008,67.943,70.187,70.925,70.239,68.270,65.074,60.799,55.408,48.782,41.009,32.450,23.718,15.767,9.776,6.482,5.868,7.540,11.534
1.197,2.708,5.757,9.881,14.230,17.357,18.727,18.728,18.227,17.570,16.759,15.903,15.340,15.066,14.855,14.553,14.011,13.254,12.364,11.445,10.395,9.528,9.322,10.095,11.932,14.646,18.238,22.727,28.143,34.363,41.138,47.883,53.969,58.939,62.332,63.953,64.109,62.983,60.580,56.912,52.119,46.075,38.819,30.635,21.963,13.472,6.094,0.774,-1.809,-1.470,1.008
17.684,19.152,21.661,24.742,27.587,29.502,30.311,30.326,30.005,29.674,29.435,29.231,28.965,28.597,28.147,27.632,27.021,26.312,25.590,24.946,24.387,23.884,23.434,23.075,22.927,23.246,24.349,26.483,29.803,34.429,40.383,47.329,54.447,60.719,65.384,68.153,69.062,68.185,65.464,60.823,54.339,46.244,36.992,27.426,18.615,11.474,6.664,4.537,4.972,7.379,11.027
14.100,16.535,20.095,23.719,26.410,27.712,27.715,26.722,25.018,22.948,20.962,19.410,18.294,17.355,16.391,15.426,14.582,13.882,13.254,12.668,12.250,12.228,12.787,13.993,15.838,18.323,21.505,25.523,30.579,36.897,44.465,52.655,60.325,66.504,70.793,73.202,73.873,72.964,70.638,67.072,62.454,56.983,50.871,44.331,37.622,31.133,25.353,20.746,17.767,16.870,18.121
16.099,17.250,18.694,20.418,21.682,21.846,21.067,19.976,18.971,18.045,16.978,15.693,14.332,13.109,12.103,11.230,10.453,9.892,9.684,9.741,9.898,10.193,10.886,12.188,14.211,17.049,20.786,25.490,31.206,37.787,44.677,51.018,56.065,59.498,61.363,61.833,61.047,59.121,56.207,52.470,48.113,43.484,38.858,34.223,29.549,25.089,21.211,18.290,16.663,16.411,17.272
12.453,14.951,19.114,23.141,25.794,26.955,26.898,26.041,25.015,24.113,23.093,21.736,20.145,18.462,16.678,14.723,12.575,10.255,7.824,5.383,3.178,1.510,0.566,0.476,1.399,3.437,6.514,10.540,15.499,21.439,28.293,35.757,43.194,49.796,54.892,58.170,59.577,59.162,57.030,53.423,48.810,43.775,38.705,33.708,28.779,23.795,18.721,14.065,10.694,9.092,9.154
3.419,4.512,7.274,11.046,14.374,16.238,16.881,16.819,16.190,15.153,13.966,12.683,11.312,9.988,8.807,7.718,6.702,5.800,5.028,4.368,3.779,3.293,3.190,3.804,5.068,6.684,8.661,11.352,14.940,19.232,23.977,29.324,35.481,41.907,47.340,50.915,52.572,52.475,50.683,47.402,43.094,38.151,32.801,27.348,22.138,17.169,12.341,7.947,4.601,2.832,2.826
9.122,9.996,12.208,15.127,17.971,20.038,21.068,21.138,20.456,19.325,17.976,16.496,14.984,13.560,12.254,10.983,9.701,8.477,7.436,6.646,6.248,6.517,7.626,9.418,11.644,14.254,17.401,21.234,25.764,30.950,36.799,43.178,49.498,54.886,58.767,61.084,61.997,61.538,59.648,56.321,51.731,46.223,40.152,33.709,26.996,20.320,14.307,9.772,7.330,7.102,8.789
2.910,5.526,9.548,14.586,19.543,23.113,24.731,24.847,24.319,23.815,23.593,23.415,22.995,22.387,21.773,21.112,20.335,19.522,18.769,18.075,17.459,17.072,17.160,17.942,19.455,21.550,23.935,26.422,29.366,33.341,38.249,43.431,48.640,53.973,59.119,63.226,65.606,66.174,65.179,62.858,59.286,54.493,48.502,41.393,33.370,24.785,16.545,10.128,6.731,6.342,8.132
-0.969,1.494,5.172,9.108,11.904,13.204,13.407,12.791,11.732,10.475,8.801,6.595,4.132,1.833,-0.037,-1.396,-2.240,-2.492,-2.211,-1.714,-1.204,-0.700,-0.214,0.224,0.764,1.672,3.286,5.914,9.586,14.041,19.068,24.774,31.524,39.192,46.419,51.582,54.245,54.925,54.049,51.803,48.312,43.803,38.604,32.758,25.893,17.921,9.673,2.713,-1.693,-3.299,-2.906
-2.035,-0.409,1.987,4.559,6.669,7.939,8.395,8.239,7.630,6.724,5.745,4.886,4.197,3.592,2.951,2.212,1.421,0.669,0.051,-0.288,-0.137,0.656,2.076,4.008,6.332,8.966,11.897,15.206,19.006,23.352,28.237,33.583,39.128,44.327,48.542,51.401,52.883,53.098,52.137,50.106,47.141,43.359,38.813,33.512,27.514,21.007,14.319,7.946,2.574,-1.073,-2.587
0.687,3.954,7.211,10.182,12.586,14.239,15.116,15.311,14.998,14.283,13.094,11.374,9.304,7.186,5.246,3.596,2.298,1.424,1.052,1.196,1.774,2.692,3.948,5.603,7.690,10.234,13.369,17.309,22.133,27.687,33.663,39.647,45.135,49.678,53.037,55.153,56.027,55.687,54.173,51.538,47.851,43.190,37.657,31.445,24.836,18.147,11.797,6.366,2.471,0.489,0.355
0.828,4.090,8.451,12.926,16.574,18.908,20.004,20.227,19.939,19.402,18.779,18.121,17.394,16.523,15.425,14.036,12.348,10.439,8.450,6.564,5.009,4.025,3.798,4.406,5.840,8.062,11.087,15.004,19.886,25.652,32.016,38.589,44.967,50.734,55.455,58.772,60.521,60.711,59.413,56.690,52.622,47.321,40.927,33.632,25.786,17.989,11.041,5.749,2.662,1.919,3.264
4.351,6.944,10.482,14.087,17.014,18.872,19.668,19.653,19.131,18.345,17.428,16.432,15.383,14.293,13.152,11.934,10.616,9.192,7.698,6.231,4.940,3.992,3.525,3.629,4.368,5.824,8.137,11.488,16.002,21.652,28.229,35.377,42.596,49.274,54.808,58.779,61.023,61.564,60.503,57.948,54.048,49.058,43.319,37.132,30.698,24.221,18.072,12.773,8.823,6.506,5.820
7.991,10.747,14.082,17.256,19.648,20.922,21.054,20.227,18.705,16.752,14.612,12.497,10.566,8.919,7.594,6.574,5.819,5.284,4.943,4.793,4.844,5.103,5.579,6.283,7.257,8.583,10.402,12.893,16.225,20.470,25.532,31.126,36.830,42.198,46.851,50.534,53.105,54.501,54.695,53.691,51.543,48.362,44.312,39.594,34.444,29.159,24.122,19.790,16.643,15.100,15.385
10.601,11.476,14.006,17.646,21.525,24.799,26.935,27.770,27.405,26.086,24.126,21.840,19.474,17.161,14.935,12.786,10.699,8.695,6.849,5.295,4.210,3.777,4.133,5.354,7.478,10.552,14.656,19.855,26.092,33.088,40.328,47.172,53.023,57.449,60.232,61.344,60.860,58.898,55.578,51.026,45.383,38.820,31.546,23.850,16.142,8.979,3.041,-1.000,-2.700,-2.045,0.535
8.089,10.416,12.900,15.220,17.181,18.592,19.373,19.564,19.251,18.535,17.564,16.471,15.310,14.087,12.846,11.694,10.726,9.980,9.475,9.235,9.256,9.493,9.948,10.752,12.087,14.062,16.728,20.153,24.392,29.424,35.145,41.353,47.651,53.422,58.049,61.211,62.880,63.111,61.905,59.260,55.235,49.938,43.491,36.063,28.031,20.110,13.225,8.239,5.690,5.544,7.042
12.562,14.520,16.571,18.387,19.798,20.705,21.052,20.810,20.023,18.851,17.492,16.074,14.683,13.440,12.516,12.056,12.086,12.460,12.955,13.438,13.900,14.403,15.077,16.140,17.818,20.213,23.325,27.145,31.634,36.697,42.268,48.231,54.162,59.335,63.089,65.143,65.558,64.510,62.120,58.455,53.617,47.787,41.254,34.444,27.804,21.655,16.290,12.121,9.554,8.773,9.593
8.055,11.551,16.182,21.196,25.572,28.507,29.842,29.905,29.064,27.531,25.489,23.179,20.801,18.489,16.385,14.650,13.317,12.225,11.155,10.040,8.938,7.903,7.017,6.582,7.101,9.018,12.465,17.265,23.130,29.812,37.028,44.306,51.036,56.714,61.057,63.909,65.146,64.653,62.406,58.566,53.489,47.541,40.937,33.778,26.234,18.702,11.875,6.660,3.850,3.711,5.921
16.239,19.284,22.765,26.513,30.171,33.121,34.927,35.588,35.349,34.460,33.147,31.651,30.183,28.839,27.613,26.469,25.380,24.316,23.239,22.129,20.978,19.836,18.864,18.315,18.438,19.413,21.343,24.337,28.567,34.160,40.884,47.928,54.187,58.869,61.783,63.124,63.122,61.872,59.377,55.657,50.812,44.986,38.329,31.037,23.491,16.375,10.684,7.441,7.203,9.699,13.953
9.151,12.407,15.863,19.159,21.801,23.569,24.548,24.797,24.387,23.565,22.564,21.422,20.093,18.584,16.917,15.077,13.021,10.768,8.514,6.598,5.370,5.071,5.762,7.313,9.485,12.057,14.988,18.509,22.945,28.376,34.530,41.025,47.513,53.524,58.422,61.681,63.108,62.701,60.477,56.506,51.016,44.396,37.105,29.596,22.267,15.517,9.932,6.304,5.244,6.673,9.809
9.682,12.641,15.374,17.538,19.113,20.284,21.007,20.883,19.689,17.763,15.766,14.123,12.761,11.373,9.797,8.028,6.106,4.125,2.231,0.601,-0.533,-0.927,-0.483,0.691,2.435,4.771,7.918,12.125,17.453,23.616,30.156,36.830,43.467,49.480,54.042,56.699,57.468,56.478,53.778,49.469,43.868,37.512,31.016,24.812,18.979,13.525,8.844,5.686,4.684,5.863,8.514
14.168,15.419,19.005,23.592,27.841,31.094,33.181,34.139,34.250,33.850,33.073,32.016,30.865,29.804,28.914,28.190,27.545,26.900,26.273,25.751,25.309,24.886,24.528,24.475,24.987,26.171,28.020,30.555,33.843,37.957,43.082,49.374,56.500,63.480,69.215,73.130,75.265,75.927,75.406,73.875,71.371,67.851,63.263,57.520,50.536,42.506,34.031,26.005,19.436,15.224,13.746
13.072,14.232,15.858,18.140,20.676,22.817,24.033,24.227,23.647,22.548,21.158,19.788,18.768,18.203,17.937,17.745,17.495,17.395,17.662,18.260,18.930,19.693,20.810,22.535,25.044,28.528,33.075,38.582,44.895,51.857,59.016,65.532,70.614,73.870,75.294,75.037,73.350,70.466,66.489,61.424,55.316,48.181,40.013,31.057,22.033,13.972,7.917,4.594,4.150,6.024,9.211
-0.128,1.915,4.947,8.164,10.745,12.486,13.342,13.283,12.619,11.665,10.485,9.203,7.945,6.677,5.385,4.126,2.952,2.014,1.382,0.948,0.662,0.631,1.039,2.002,3.566,5.768,8.653,12.247,16.700,22.241,28.959,36.700,44.902,52.549,58.666,62.932,65.539,66.561,65.815,63.341,59.474,54.502,48.661,42.074,34.677,26.720,18.991,12.456,8.150,6.519,6.932
2.010,4.245,6.780,9.163,10.998,12.235,12.795,12.749,12.300,11.459,10.256,8.907,7.600,6.407,5.340,4.388,3.547,2.667,1.664,0.753,0.276,0.518,1.390,2.567,3.946,5.624,7.881,11.171,15.707,21.186,27.179,33.601,40.382,46.987,52.605,56.661,58.971,59.451,58.187,55.412,51.386,46.315,40.373,33.653,26.245,18.482,10.959,4.409,-0.191,-2.041,-1.370
4.443,5.619,6.902,8.228,9.677,10.817,11.161,10.838,10.250,9.456,8.305,6.886,5.500,4.381,3.598,3.123,2.937,3.051,3.383,3.836,4.477,5.495,7.007,8.995,11.440,14.466,18.327,23.282,29.425,36.510,44.029,51.407,58.011,63.177,66.473,67.790,67.197,64.823,60.862,55.596,49.349,42.458,35.263,28.034,20.970,14.361,8.708,4.644,2.635,2.640,3.889
10.324,11.873,13.815,15.874,17.766,19.113,19.630,19.270,18.202,16.773,15.425,14.373,13.436,12.441,11.474,10.667,10.115,9.821,9.643,9.546,9.694,10.229,11.195,12.549,14.245,16.394,19.168,22.593,26.592,31.082,36.099,41.905,48.561,55.417,61.462,65.976,68.686,69.571,68.669,66.016,61.647,55.655,48.294,39.983,31.317,23.117,16.268,11.353,8.506,7.578,8.250
5.369,7.766,10.761,14.162,17.245,19.351,20.416,20.536,19.700,17.949,15.657,13.466,11.858,10.911,10.445,10.353,10.668,11.349,12.227,13.104,13.889,14.559,15.166,15.817,16.659,17.829,19.454,21.667,24.534,28.012,32.019,36.523,41.402,46.241,50.463,53.661,55.692,56.527,56.125,54.481,51.680,47.943,43.558,38.766,33.604,27.980,21.990,16.096,11.009,7.450,6.065
6.028,6.497,8.090,10.780,13.701,15.938,17.075,17.125,16.436,15.541,14.764,14.066,13.385,12.894,12.861,13.366,14.138,14.754,14.954,14.812,14.659,14.786,15.203,15.727,16.299,17.051,18.153,19.856,22.433,26.091,30.878,36.773,43.454,50.126,55.737,59.402,60.865,60.454,58.720,56.012,52.519,48.385,43.628,38.098,31.656,24.524,17.211,10.462,5.152,2.216,2.139
14.905,15.509,18.247,21.805,25.085,27.578,28.983,29.316,28.899,27.954,26.635,25.373,24.460,23.355,21.891,20.516,19.461,18.471,17.225,15.837,14.354,13.025,12.009,11.694,12.554,14.973,18.842,23.750,29.509,36.022,42.937,49.894,56.454,62.038,66.101,68.640,70.037,70.485,69.853,68.052,65.136,61.362,56.790,51.559,45.473,38.633,31.247,24.258,18.459,14.630,13.086
10.823,12.999,15.896,18.631,20.989,22.837,23.953,23.956,22.879,21.185,19.390,17.984,17.041,16.357,15.374,14.049,12.813,11.465,9.827,8.455,8.113,8.551,9.078,9.598,10.699,12.716,15.530,19.074,23.376,28.693,34.907,41.527,48.728,55.771,61.616,65.207,67.277,67.871,66.747,64.269,60.710,56.058,49.914,42.536,34.295,25.839,17.951,11.676,8.131,7.752,9.980
0.073,2.134,4.736,7.518,9.854,11.138,11.242,10.481,9.269,7.900,6.504,5.050,3.445,1.679,-0.205,-2.239,-4.451,-6.662,-8.487,-9.561,-9.704,-8.920,-7.319,-5.017,-2.107,1.374,5.482,10.358,16.212,23.241,31.220,39.120,45.632,50.054,52.370,52.736,51.207,47.889,43.090,37.205,30.543,23.447,16.435,10.066,4.710,0.565,-2.176,-3.370,-3.150,-1.940,-0.101
-2.946,0.044,4.085,8.400,12.165,14.732,15.917,15.950,15.193,13.970,12.490,10.824,8.971,6.951,4.831,2.701,0.639,-1.309,-3.111,-4.680,-5.841,-6.330,-5.876,-4.355,-1.880,1.299,5.020,9.341,14.473,20.611,27.712,35.255,42.316,48.081,52.239,54.883,56.190,56.243,55.023,52.479,48.585,43.398,37.089,29.966,22.520,15.394,9.217,4.456,1.372,0.022,0.327
5.576,7.474,9.641,11.705,13.368,14.372,14.758,14.786,14.643,14.354,13.883,13.243,12.472,11.557,10.463,9.220,7.913,6.598,5.256,3.884,2.582,1.538,0.963,1.066,1.987,3.697,6.062,9.068,12.862,17.563,23.132,29.401,36.004,42.260,47.380,50.821,52.382,52.060,49.962,46.348,41.645,36.356,30.843,25.205,19.474,13.881,8.924,5.185,3.033,2.509,3.355
11.805,14.053,16.183,18.047,19.580,20.466,20.475,19.783,18.731,17.508,16.200,14.902,13.654,12.413,11.134,9.859,8.701,7.746,6.978,6.353,5.907,5.787,6.251,7.576,9.807,12.737,16.237,20.429,25.518,31.575,38.374,45.348,51.819,57.237,61.281,63.859,65.009,64.761,63.081,59.976,55.605,50.240,44.147,37.497,30.432,23.237,16.471,10.946,7.475,6.319,6.828
-2.465,-0.200,2.597,5.369,7.803,9.752,11.095,11.716,11.652,11.158,10.521,9.870,9.201,8.483,7.699,6.842,5.952,5.115,4.413,3.890,3.583,3.575,3.994,4.950,6.487,8.578,11.192,14.370,18.232,22.918,28.440,34.519,40.607,46.069,50.361,53.186,54.564,54.680,53.638,51.418,48.034,43.605,38.268,32.096,25.109,17.431,9.540,2.298,-3.373,-6.832,-7.926
-0.053,1.341,3.637,6.138,8.382,10.132,11.244,11.666,11.526,11.059,10.424,9.654,8.798,7.999,7.404,7.009,6.619,6.046,5.311,4.588,4.079,4.000,4.565,5.913,8.060,10.930,14.471,18.742,23.889,30.003,36.884,43.955,50.464,55.797,59.659,62.056,63.099,62.791,61.008,57.660,52.806,46.604,39.258,31.072,22.471,14.006,6.435,0.711,-2.364,-2.675,-0.962
6.338,8.979,11.578,14.112,16.324,18.089,19.224,19.401,18.734,17.577,16.155,14.675,13.375,12.269,11.112,9.775,8.329,6.767,5.201,4.053,3.635,3.917,4.836,6.382,8.447,10.905,13.752,17.161,21.471,27.046,33.815,41.061,47.850,53.490,57.688,60.326,61.201,60.259,57.738,53.953,49.115,43.354,36.846,29.875,22.787,15.884,9.563,4.732,2.490,2.960,4.991
5.817,8.376,10.881,13.517,16.004,17.772,18.610,18.644,18.110,17.215,16.159,15.095,14.099,13.152,12.068,10.827,9.664,8.616,7.582,6.642,5.970,5.752,6.174,7.266,8.913,11.094,13.878,17.284,21.387,26.394,32.408,39.145,45.867,51.813,56.548,59.845,61.612,61.835,60.453,57.428,52.875,47.009,40.022,32.187,23.995,16.037,8.950,3.608,1.032,1.593,4.380
7.490,8.690,10.274,11.785,12.994,13.841,14.363,14.631,14.700,14.584,14.300,13.913,13.503,13.089,12.597,11.934,11.105,10.222,9.372,8.574,7.844,7.230,6.808,6.688,6.948,7.581,8.554,9.910,11.801,14.442,18.089,22.972,29.040,35.795,42.535,48.613,53.507,56.877,58.610,58.696,57.101,53.857,49.161,43.329,36.772,29.976,23.359,17.289,12.196,8.552,6.674
-3.262,-0.976,1.291,3.456,5.389,6.823,7.552,7.577,7.261,6.864,6.304,5.537,4.735,4.001,3.289,2.573,1.832,1.074,0.417,0.051,0.234,1.130,2.642,4.528,6.570,8.855,11.778,15.671,20.765,27.069,33.964,40.503,45.930,49.775,51.833,51.991,50.139,46.328,40.813,33.960,26.224,18.093,10.051,2.924,-2.118,-4.216,-3.465,-1.098,1.352,3.298,4.810
