0,6.56373,6.22818,5.93917,5.72357,5.61796,5.63049,5.67058,5.65406,5.56146,5.43108,5.32822,5.29104,5.31353,5.35144,5.35398,5.30116,5.19847,5.06204,4.90659,4.74300,4.58180,4.43642,4.31823,4.22613,4.15141,4.08397,4.01520,3.94070,3.86042,3.77751,3.69692,3.62215,3.55447,3.49397,3.44037,3.39213,3.34759,3.30488,3.26087,3.21237,3.15820,3.09886,3.03479,2.96773,2.90181,2.84195,2.79280,2.75832,2.74230,2.74890,2.78185,2.83911,2.90710,2.96545,2.99119,2.95517,2.83638,2.64846,2.43614,2.24320,2.09052,1.97951,1.90260,1.84719,1.79973,1.74928,1.68942,1.61730,1.53368,1.44052,1.33718,1.22254,1.09752,0.96476,0.82471,0.67501,0.50892,0.31897,0.09810,-0.16085,-0.46299,-0.80763,-1.19712,-1.63891,-2.14138,-2.70871,-3.33888,-4.02294,-4.73954,-5.45195,-6.12134,-6.71126,-7.18474,-7.50147,-7.63991,-7.58635,-7.34761,-6.95107,-6.45401,-5.90852,-5.38434
0,7.23111,7.05611,6.89911,6.77043,6.68570,6.63451,6.56263,6.45303,6.33570,6.24963,6.20992,6.21322,6.24175,6.26389,6.24745,6.18354,6.08361,5.96442,5.83602,5.70393,5.57309,5.45014,5.34031,5.24254,5.15377,5.07159,4.99298,4.91352,4.82944,4.73919,4.64339,4.54434,4.44420,4.34403,4.24435,4.14573,4.04909,3.95594,3.86871,3.79034,3.72389,3.67237,3.63850,3.62244,3.62252,3.63756,3.66857,3.71702,3.78163,3.85799,3.93957,4.01749,4.07933,4.11098,4.10141,4.04780,3.96065,3.86145,3.77425,3.71750,3.69503,3.69774,3.71226,3.72378,3.72257,3.70871,3.68600,3.65578,3.61351,3.55382,3.47771,3.39305,3.30714,3.21915,3.12014,2.99852,2.84484,2.65408,2.42012,2.13439,1.78841,1.38527,0.93637,0.45440,-0.04958,-0.56783,-1.09797,-1.64281,-2.20466,-2.78009,-3.36045,-3.93209,-4.46839,-4.92817,-5.27474,-5.47007,-5.48951,-5.34117,-5.08871,-4.79142,-4.50731
0,7.06727,6.87731,6.70216,6.54941,6.45629,6.42462,6.40760,6.36937,6.32626,6.31330,6.35420,6.45160,6.56551,6.64890,6.66335,6.61217,6.51780,6.40218,6.27794,6.15113,6.02717,5.91146,5.80498,5.70550,5.61031,5.51898,5.43333,5.35548,5.28468,5.21767,5.14939,5.07257,4.98187,4.87594,4.75724,4.63224,4.50736,4.38785,4.27757,4.17900,4.09490,4.02856,3.98190,3.95616,3.95320,3.97198,4.00904,4.05982,4.11880,4.18082,4.23678,4.27243,4.27662,4.24368,4.17260,4.07370,3.96637,3.86976,3.79611,3.74694,3.71833,3.70194,3.68841,3.67248,3.65082,3.61980,3.57549,3.51491,3.43801,3.34700,3.24176,3.12174,2.98674,2.83346,2.65352,2.43868,2.18858,1.90568,1.59322,1.25250,0.87864,0.46724,0.02274,-0.44917,-0.94539,-1.46433,-2.00433,-2.56544,-3.14848,-3.74983,-4.35908,-4.95680,-5.51962,-6.01641,-6.39915,-6.63066,-6.70979,-6.65774,-6.51427,-6.32360,-6.12332
0,6.60255,6.44867,6.33137,6.25763,6.25841,6.33278,6.43128,6.48563,6.47524,6.42733,6.38039,6.37338,6.41563,6.48769,6.54128,6.54018,6.47264,6.34273,6.16983,5.96412,5.72955,5.47977,5.23368,5.01205,4.82797,4.68143,4.56659,4.47515,4.39974,4.33586,4.28022,4.22983,4.18295,4.13863,4.09476,4.04886,3.99954,3.94752,3.89397,3.83972,3.78567,3.73267,3.68176,3.63465,3.59408,3.56382,3.54867,3.55268,3.57898,3.63032,3.70455,3.79503,3.89095,3.97286,4.01845,4.01059,3.94702,3.84423,3.72387,3.60743,3.51317,3.45034,3.41988,3.41428,3.42071,3.42566,3.41865,3.39790,3.36527,3.32261,3.27125,3.21215,3.14677,3.07480,2.99019,2.88262,2.74379,2.56998,2.35764,2.10598,1.81745,1.49062,1.12463,0.72512,0.29639,-0.15567,-0.62191,-1.09414,-1.56381,-2.03046,-2.50491,-3.00034,-3.51095,-4.00916,-4.45372,-4.79701,-5.01185,-5.07788,-4.99821,-4.83256,-4.63540
0,7.08692,7.02984,6.93964,6.81307,6.66311,6.51381,6.36607,6.21483,6.08257,5.99563,5.96964,5.98905,6.03863,6.09787,6.14148,6.15421,6.12939,6.07825,6.00745,5.91249,5.79070,5.64374,5.47773,5.30380,5.13223,4.97577,4.84196,4.73334,4.65110,4.59047,4.54672,4.51693,4.49661,4.48173,4.46914,4.45641,4.44200,4.42387,4.40133,4.37561,4.34898,4.32315,4.29859,4.27616,4.25799,4.24703,4.24850,4.26781,4.30876,4.37521,4.46699,4.57857,4.69609,4.79622,4.85890,4.87242,4.83917,4.77529,4.70072,4.63688,4.59493,4.57479,4.56892,4.56633,4.55884,4.54243,4.52088,4.50084,4.48733,4.48025,4.47516,4.46363,4.43879,4.39572,4.32807,4.23101,4.09895,3.92850,3.72303,3.48076,3.19624,2.86833,2.49359,2.07304,1.62270,1.15386,0.67450,0.18874,-0.30486,-0.81424,-1.35143,-1.92941,-2.55364,-3.18990,-3.78691,-4.26834,-4.59936,-4.76652,-4.77195,-4.67953,-4.53831
1,7.26929,6.74747,6.35627,6.13487,6.10536,6.24625,6.44746,6.59373,6.64605,6.66129,6.67972,6.70440,6.70631,6.64683,6.53055,6.37840,6.22197,6.07838,5.95043,5.83273,5.72069,5.61307,5.51087,5.41353,5.32135,5.23650,5.16104,5.09722,5.04249,4.99325,4.94530,4.89547,4.84160,4.78273,4.71787,4.64828,4.57606,4.50386,4.43511,4.37499,4.32775,4.29784,4.28512,4.28609,4.29617,4.31168,4.33132,4.35340,4.37493,4.39237,4.39828,4.37728,4.31414,4.20246,4.05409,3.89642,3.75489,3.64699,3.57802,3.54152,3.52627,3.52310,3.52466,3.52714,3.52730,3.52188,3.50711,3.47890,3.43297,3.36751,3.27767,3.15997,3.01077,2.82786,2.61279,2.36290,2.08009,1.76066,1.40503,1.01388,0.58507,0.12005,-0.38692,-0.93353,-1.52332,-2.15852,-2.83691,-3.55278,-4.28394,-5.00953,-5.71170,-6.37723,-6.99616,-7.56804,-8.08938,-8.58375,-9.09178,-9.66900,-10.34316,-11.09051,-11.82859
1,7.27359,6.77175,6.37249,6.11302,6.02628,6.11625,6.28950,6.42791,6.46936,6.45392,6.42988,6.42809,6.44039,6.42768,6.36427,6.24522,6.09571,5.94030,5.79657,5.67271,5.56851,5.48068,5.40656,5.34256,5.28709,5.23816,5.19596,5.15979,5.12780,5.09778,5.06777,5.03560,5.00006,4.96073,4.91919,4.87799,4.84021,4.80876,4.78693,4.77455,4.76863,4.76586,4.76648,4.77627,4.80364,4.85807,4.94250,5.05454,5.18434,5.31573,5.43006,5.50610,5.52291,5.47113,5.35030,5.17049,4.95861,4.74636,4.56386,4.42573,4.33124,4.26973,4.22871,4.19558,4.16331,4.12780,4.08739,4.04079,3.98733,3.92680,3.85806,3.77734,3.68027,3.55960,3.41147,3.23398,3.02402,2.77759,2.48634,2.15485,1.78169,1.36922,0.91398,0.41174,-0.13871,-0.74496,-1.40084,-2.10513,-2.83810,-3.57971,-4.30385,-4.98641,-5.59561,-6.12032,-6.53929,-6.88347,-7.19294,-7.52363,-7.90072,-8.30990,-8.70493
1,7.02232,6.66080,6.34052,6.07489,5.89108,5.82624,5.84409,5.87332,5.87414,5.86679,5.88442,5.92637,5.96159,5.95600,5.89850,5.81472,5.71894,5.60740,5.46762,5.29267,5.09868,4.92127,4.78601,4.71259,4.68947,4.70235,4.72978,4.75114,4.74893,4.71211,4.63577,4.52468,4.38642,4.23281,4.07529,3.92330,3.78556,3.66630,3.56724,3.48695,3.42201,3.36863,3.32237,3.27887,3.23457,3.18802,3.14255,3.10677,3.08905,3.09482,3.12490,3.17422,3.23155,3.28045,3.30165,3.28605,3.24186,3.18505,3.13132,3.08705,3.05243,3.02442,2.99895,2.97304,2.94341,2.90432,2.84814,2.76758,2.65653,2.51833,2.35639,2.17772,1.98347,1.77290,1.54424,1.29731,1.03413,0.75465,0.45603,0.12893,-0.22818,-0.61949,-1.04439,-1.51298,-2.03626,-2.62364,-3.28153,-4.00539,-4.78937,-5.60331,-6.41070,-7.16369,-7.79844,-8.27730,-8.56683,-8.69001,-8.69868,-8.66864,-8.65959,-8.70172,-8.78170
1,6.33431,6.13620,5.98880,5.90154,5.88782,5.96549,6.08417,6.16785,6.18295,6.16378,6.15201,6.15722,6.15800,6.12293,6.02846,5.88899,5.72572,5.56038,5.40471,5.26353,5.13780,5.03303,4.94938,4.88427,4.82685,4.76877,4.70723,4.64252,4.57533,4.50495,4.42997,4.34986,4.26342,4.17014,4.06975,3.96433,3.85624,3.74763,3.64060,3.53700,3.43836,3.34622,3.26217,3.19003,3.13355,3.09837,3.08699,3.10092,3.13991,3.20046,3.27599,3.35441,3.41689,3.44198,3.40792,3.30463,3.14261,2.94983,2.76401,2.60701,2.48843,2.40785,2.35524,2.31738,2.27949,2.22872,2.15841,2.07166,1.97449,1.87382,1.77005,1.65978,1.53825,1.40181,1.24687,1.07002,0.86995,0.64485,0.39480,0.11222,-0.20640,-0.57228,-0.98662,-1.45352,-1.97487,-2.55872,-3.21486,-3.94079,-4.73246,-5.56211,-6.40032,-7.20673,-7.93272,-8.54143,-8.98887,-9.26117,-9.36603,-9.32969,-9.18836,-8.95920,-8.69784
1,4.90144,4.48687,4.19488,4.07606,4.16555,4.45473,4.84258,5.19140,5.41027,5.51025,5.50344,5.41620,5.27894,5.13183,5.00749,4.92536,4.87689,4.84764,4.82363,4.80083,4.78238,4.77043,4.76604,4.76793,4.77463,4.78372,4.79215,4.79642,4.79365,4.77894,4.74868,4.70076,4.63426,4.55220,4.45836,4.35910,4.26171,4.17279,4.09685,4.03727,3.99441,3.96807,3.95524,3.95225,3.95521,3.95939,3.96192,3.96353,3.96809,3.98100,4.00875,4.05451,4.11316,4.17447,4.22988,4.27406,4.30533,4.32592,4.33910,4.34785,4.35254,4.35111,4.34108,4.32204,4.29839,4.27696,4.26422,4.26195,4.26681,4.27066,4.26607,4.24674,4.20811,4.14671,4.05993,3.94263,3.79809,3.62689,3.43097,3.21153,2.96811,2.69926,2.39349,2.04286,1.63617,1.16584,0.62752,0.01185,-0.66841,-1.40869,-2.19014,-3.00040,-3.81697,-4.60554,-5.30501,-5.87467,-6.26609,-6.49337,-6.57568,-6.54263,-6.44682
